Accession.ID	Virus.name	Passage.details.history	Collection.date	Pango.lineage	Continent	Country	Province	Region	Region.2
EPI_ISL_10096058	hCoV-19/Thailand/DMSc-07608/2022	Original	2022-02-03	BA.2.10	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_10096059	hCoV-19/Thailand/DMSc-07609/2022	Original	2022-02-04	BA.2.9.5	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_10096060	hCoV-19/Thailand/DMSc-07611/2022	Original	2022-02-03	BA.2.10	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_10096061	hCoV-19/Thailand/DMSc-07612/2022	Original	2022-02-03	BA.1.17	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_10096062	hCoV-19/Thailand/DMSc-07613/2022	Original	2022-02-03	BA.1.17	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_10096063	hCoV-19/Thailand/DMSc-07614/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096064	hCoV-19/Thailand/DMSc-07615/2022	Original	2022-02-03	BA.2.10	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_10096065	hCoV-19/Thailand/DMSc-07617/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_10096066	hCoV-19/Thailand/DMSc-07618/2022	Original	2022-02-03	BA.2.10	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_10096067	hCoV-19/Thailand/DMSc-07619/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_10096068	hCoV-19/Thailand/DMSc-07620/2022	Original	2022-02-03	BA.1.17	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_10096069	hCoV-19/Thailand/DMSc-07621/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096070	hCoV-19/Thailand/DMSc-07622/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096071	hCoV-19/Thailand/DMSc-07623/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096072	hCoV-19/Thailand/DMSc-07624/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096073	hCoV-19/Thailand/DMSc-07625/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096074	hCoV-19/Thailand/DMSc-07626/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096075	hCoV-19/Thailand/DMSc-07627/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096076	hCoV-19/Thailand/DMSc-07628/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096077	hCoV-19/Thailand/DMSc-07629/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096078	hCoV-19/Thailand/DMSc-07630/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096079	hCoV-19/Thailand/DMSc-07631/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096080	hCoV-19/Thailand/DMSc-07632/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096081	hCoV-19/Thailand/DMSc-07633/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096082	hCoV-19/Thailand/DMSc-07634/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096083	hCoV-19/Thailand/DMSc-07635/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096084	hCoV-19/Thailand/DMSc-07636/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096085	hCoV-19/Thailand/DMSc-07637/2022	Original	2022-02-04	BA.2.10	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096086	hCoV-19/Thailand/DMSc-07638/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096087	hCoV-19/Thailand/DMSc-07639/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096088	hCoV-19/Thailand/DMSc-07640/2022	Original	2022-02-03	BA.2.10	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096089	hCoV-19/Thailand/DMSc-07641/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096090	hCoV-19/Thailand/DMSc-07642/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096091	hCoV-19/Thailand/DMSc-07643/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096092	hCoV-19/Thailand/DMSc-07644/2022	Original	2022-02-04	BA.2.10.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096093	hCoV-19/Thailand/DMSc-07645/2022	Original	2022-02-04	BA.2.10	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096094	hCoV-19/Thailand/DMSc-07646/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096095	hCoV-19/Thailand/DMSc-07647/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096096	hCoV-19/Thailand/DMSc-07648/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096097	hCoV-19/Thailand/DMSc-07649/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096098	hCoV-19/Thailand/DMSc-07650/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096100	hCoV-19/Thailand/DMSc-07652/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096101	hCoV-19/Thailand/DMSc-07653/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096102	hCoV-19/Thailand/DMSc-07654/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096103	hCoV-19/Thailand/DMSc-07655/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096104	hCoV-19/Thailand/DMSc-07656/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096105	hCoV-19/Thailand/DMSc-07657/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096106	hCoV-19/Thailand/DMSc-07658/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096107	hCoV-19/Thailand/DMSc-07659/2022	Original	2022-02-03	BA.2	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096108	hCoV-19/Thailand/DMSc-07660/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096109	hCoV-19/Thailand/DMSc-07661/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096110	hCoV-19/Thailand/DMSc-07662/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096111	hCoV-19/Thailand/DMSc-07663/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096112	hCoV-19/Thailand/DMSc-07664/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096113	hCoV-19/Thailand/DMSc-07665/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096114	hCoV-19/Thailand/DMSc-07666/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096115	hCoV-19/Thailand/DMSc-07667/2022	Original	2022-02-03	BA.2	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096116	hCoV-19/Thailand/DMSc-07668/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096117	hCoV-19/Thailand/DMSc-07669/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096118	hCoV-19/Thailand/DMSc-07670/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096120	hCoV-19/Thailand/DMSc-07671/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096121	hCoV-19/Thailand/DMSc-07672/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096122	hCoV-19/Thailand/DMSc-07673/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096123	hCoV-19/Thailand/DMSc-07674/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096124	hCoV-19/Thailand/DMSc-07675/2022	Original	2022-02-03	BA.2	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096125	hCoV-19/Thailand/DMSc-07676/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096126	hCoV-19/Thailand/DMSc-07677/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096127	hCoV-19/Thailand/DMSc-07678/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096128	hCoV-19/Thailand/DMSc-07679/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096129	hCoV-19/Thailand/DMSc-07680/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096130	hCoV-19/Thailand/DMSc-07681/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096131	hCoV-19/Thailand/DMSc-07682/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096132	hCoV-19/Thailand/DMSc-07683/2022	Original	2022-02-03	BA.2	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096133	hCoV-19/Thailand/DMSc-07684/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096134	hCoV-19/Thailand/DMSc-07685/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096135	hCoV-19/Thailand/DMSc-07686/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096137	hCoV-19/Thailand/DMSc-07688/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096138	hCoV-19/Thailand/DMSc-07689/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096139	hCoV-19/Thailand/DMSc-07690/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096140	hCoV-19/Thailand/DMSc-07691/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096141	hCoV-19/Thailand/DMSc-07692/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096142	hCoV-19/Thailand/DMSc-07693/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096143	hCoV-19/Thailand/DMSc-07694/2022	Original	2022-02-03	BA.1.17	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096144	hCoV-19/Thailand/DMSc-07695/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096145	hCoV-19/Thailand/DMSc-07696/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096146	hCoV-19/Thailand/DMSc-07697/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096147	hCoV-19/Thailand/DMSc-07698/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096148	hCoV-19/Thailand/DMSc-07699/2022	Original	2022-02-04	BA.1.17	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096149	hCoV-19/Thailand/DMSc-07700/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096150	hCoV-19/Thailand/DMSc-07701/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096151	hCoV-19/Thailand/DMSc-07702/2022	Original	2022-02-03	BA.1.17	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096152	hCoV-19/Thailand/DMSc-07703/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096153	hCoV-19/Thailand/DMSc-07704/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096154	hCoV-19/Thailand/DMSc-07705/2022	Original	2022-02-03	BA.1.16.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096155	hCoV-19/Thailand/DMSc-07706/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096156	hCoV-19/Thailand/DMSc-07707/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096157	hCoV-19/Thailand/DMSc-07708/2022	Original	2022-02-04	BA.2.10	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096158	hCoV-19/Thailand/DMSc-07709/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096159	hCoV-19/Thailand/DMSc-07710/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096160	hCoV-19/Thailand/DMSc-07711/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096161	hCoV-19/Thailand/DMSc-07712/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096162	hCoV-19/Thailand/DMSc-07713/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096163	hCoV-19/Thailand/DMSc-07714/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096164	hCoV-19/Thailand/DMSc-07715/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096165	hCoV-19/Thailand/DMSc-07716/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096166	hCoV-19/Thailand/DMSc-07717/2022	Original	2022-02-04	BA.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_10096167	hCoV-19/Thailand/DMSc-07718/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Kalasin	non-BMR	Thailand
EPI_ISL_10096168	hCoV-19/Thailand/DMSc-07719/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096169	hCoV-19/Thailand/DMSc-07720/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096170	hCoV-19/Thailand/DMSc-07721/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096171	hCoV-19/Thailand/DMSc-07722/2022	Original	2022-02-05	BA.1.1	Asia	Thailand	Kalasin	non-BMR	Thailand
EPI_ISL_10096172	hCoV-19/Thailand/DMSc-07723/2022	Original	2022-02-05	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096173	hCoV-19/Thailand/DMSc-07724/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096174	hCoV-19/Thailand/DMSc-07725/2022	Original	2022-02-04	BA.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_10096175	hCoV-19/Thailand/DMSc-07726/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Kalasin	non-BMR	Thailand
EPI_ISL_10096176	hCoV-19/Thailand/DMSc-07727/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096177	hCoV-19/Thailand/DMSc-07728/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096178	hCoV-19/Thailand/DMSc-07729/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096179	hCoV-19/Thailand/DMSc-07730/2022	Original	2022-02-05	BA.1.1	Asia	Thailand	Kalasin	non-BMR	Thailand
EPI_ISL_10096180	hCoV-19/Thailand/DMSc-07731/2022	Original	2022-02-05	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096181	hCoV-19/Thailand/DMSc-07732/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096182	hCoV-19/Thailand/DMSc-07733/2022	Original	2022-02-04	BA.2.10	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_10096183	hCoV-19/Thailand/DMSc-07734/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Kalasin	non-BMR	Thailand
EPI_ISL_10096184	hCoV-19/Thailand/DMSc-07735/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096185	hCoV-19/Thailand/DMSc-07736/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096186	hCoV-19/Thailand/DMSc-07737/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096187	hCoV-19/Thailand/DMSc-07738/2022	Original	2022-02-05	BA.1.1	Asia	Thailand	Kalasin	non-BMR	Thailand
EPI_ISL_10096188	hCoV-19/Thailand/DMSc-07739/2022	Original	2022-02-05	BA.2.10	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096190	hCoV-19/Thailand/DMSc-07740/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096191	hCoV-19/Thailand/DMSc-07741/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_10096192	hCoV-19/Thailand/DMSc-07742/2022	Original	2022-02-04	BA.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096193	hCoV-19/Thailand/DMSc-07743/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096194	hCoV-19/Thailand/DMSc-07744/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096195	hCoV-19/Thailand/DMSc-07745/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096196	hCoV-19/Thailand/DMSc-07746/2022	Original	2022-02-05	BA.1.1	Asia	Thailand	Kalasin	non-BMR	Thailand
EPI_ISL_10096197	hCoV-19/Thailand/DMSc-07747/2022	Original	2022-02-05	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096198	hCoV-19/Thailand/DMSc-07748/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096199	hCoV-19/Thailand/DMSc-07749/2022	Original	2022-02-04	BA.1.1.15	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_10096200	hCoV-19/Thailand/DMSc-07750/2022	Original	2022-02-04	BA.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096201	hCoV-19/Thailand/DMSc-07751/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096202	hCoV-19/Thailand/DMSc-07752/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096203	hCoV-19/Thailand/DMSc-07753/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096204	hCoV-19/Thailand/DMSc-07755/2022	Original	2022-02-05	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096205	hCoV-19/Thailand/DMSc-07756/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096206	hCoV-19/Thailand/DMSc-07757/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_10096207	hCoV-19/Thailand/DMSc-07758/2022	Original	2022-02-04	BA.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096208	hCoV-19/Thailand/DMSc-07759/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096209	hCoV-19/Thailand/DMSc-07760/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096210	hCoV-19/Thailand/DMSc-07761/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096211	hCoV-19/Thailand/DMSc-07762/2022	Original	2022-02-05	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096212	hCoV-19/Thailand/DMSc-07763/2022	Original	2022-02-05	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096213	hCoV-19/Thailand/DMSc-07764/2022	Original	2022-02-04	BA.1.17	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096214	hCoV-19/Thailand/DMSc-07765/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_10096215	hCoV-19/Thailand/DMSc-07766/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096216	hCoV-19/Thailand/DMSc-07767/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096217	hCoV-19/Thailand/DMSc-07768/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096218	hCoV-19/Thailand/DMSc-07769/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096219	hCoV-19/Thailand/DMSc-07770/2022	Original	2022-02-05	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096220	hCoV-19/Thailand/DMSc-07771/2022	Original	2022-02-05	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096221	hCoV-19/Thailand/DMSc-07772/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096222	hCoV-19/Thailand/DMSc-07773/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_10096223	hCoV-19/Thailand/DMSc-07775/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096224	hCoV-19/Thailand/DMSc-07776/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096225	hCoV-19/Thailand/DMSc-07777/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096226	hCoV-19/Thailand/DMSc-07778/2022	Original	2022-02-05	BA.2.10	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096227	hCoV-19/Thailand/DMSc-07779/2022	Original	2022-02-05	BA.2.10.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096228	hCoV-19/Thailand/DMSc-07780/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096229	hCoV-19/Thailand/DMSc-07781/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_10096230	hCoV-19/Thailand/DMSc-07782/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096231	hCoV-19/Thailand/DMSc-07783/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096232	hCoV-19/Thailand/DMSc-07784/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096233	hCoV-19/Thailand/DMSc-07785/2022	Original	2022-02-04	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096234	hCoV-19/Thailand/DMSc-07786/2022	Original	2022-02-05	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096235	hCoV-19/Thailand/DMSc-07787/2022	Original	2022-02-05	BA.2.10.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_10096236	hCoV-19/Thailand/DMSc-07788/2022	Original	2022-02-03	BA.1.1	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_10096237	hCoV-19/Thailand/DMSc-07789/2022	Original	2022-02-04	BA.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
